Network,S,Sp,N,Np,Overall
variant_88,0.44069876468361713,0.161451600492855,0.10277978173110869,0.14222194065611227,0.08246697625929816
variant_89,0.631428561347839,0.5199745827966353,0.6935946829575279,0.5225121680295453,0.6381950412641375
variant_8,0.641841133340435,0.13329766507754215,0.2904112112235029,0.12238809261061334,0.20703261411391177
variant_90,0.7420435166304955,0.1037801598071546,0.23912876636632996,0.08362099400393586,0.19995435444676923
variant_91,0.5938853567138125,0.1695040164984256,0.2339560085342831,0.09585669775643035,0.17240427670298186
variant_92,0.5988982977904271,0.13661034849579856,0.44431994351409854,0.2659039951694848,0.30126281368502544
variant_93,0.6931144899971571,0.7130284627372898,0.6051973169196758,0.597292814313827,0.7263314379112957
variant_94,0.6073991691479179,0.1344880251566618,0.14670984972908307,0.03698660702848011,0.11113563434390933
variant_95,0.9116881278486275,0.42575796174143576,0.6920290411211223,0.5672728981698043,0.7219871590851883
variant_96,0.2543266891221947,0.16896932861389757,0.11901947842637695,0.14309148305476604,0.02334517629499372
variant_97,0.7303866615267651,0.2850309930816728,0.46556355431395735,0.2200563370309072,0.394583032067328
variant_98,0.6948058207603651,0.21416192487620833,0.3972125435540068,0.16120694969340033,0.3091781202442047
variant_99,0.771438240960947,0.3888031376459846,0.48828071037161,0.37220555340499084,0.5114375949344292
variant_9,0.879981816944877,0.792008154372505,0.7936883144791174,0.7202295467712103,0.9373395021431594
benchmark,0.28768965265413726,1.0,0.7361903099049862,1.0,0.8781143458634966
